run_id,date,day_type,number_of_tasks,task_1_planned,task_1_achieved,task_1_importance,task_1_quality,task_1_score,task_2_planned,task_2_achieved,task_2_importance,task_2_quality,task_2_score,task_3_planned,task_3_achieved,task_3_importance,task_3_quality,task_3_score,task_4_planned,task_4_achieved,task_4_importance,task_4_quality,task_4_score,task_5_planned,task_5_achieved,task_5_importance,task_5_quality,task_5_score,task_6_planned,task_6_achieved,task_6_importance,task_6_quality,task_6_score,task_7_planned,task_7_achieved,task_7_importance,task_7_quality,task_7_score,task_8_planned,task_8_achieved,task_8_importance,task_8_quality,task_8_score,task_9_planned,task_9_achieved,task_9_importance,task_9_quality,task_9_score,task_10_planned,task_10_achieved,task_10_importance,task_10_quality,task_10_score,daily_efficiency,eff_rolling_mean,eff_rolling_std,eff_daytype_mean,eff_daytype_std,eff_trend_short,eff_trend_medium,eff_trend_direction,days_since_improvement,total_planned,total_achieved,completion_ratio,avg_task_score,task_score_variance,task_count_mean,task_count_std,workload_intensity_mean,completion_ratio_mean,completion_ratio_std,importance_weighted_effort,importance_effort_ratio,importance_effort_ratio_mean,importance_effort_ratio_std,task_quality_mean,task_quality_std,task_quality_mean_baseline,task_quality_std_baseline,quality_weighted_completion,planning_pressure,planning_pressure_mean,planning_pressure_std,overplanning_frequency,efficiency_volatility,efficiency_cv,efficiency_momentum,improvement_streak,daytype_performance_delta,daytype_percentile
32,2026-01-09,Chill,3,2.62,2.26,0.38,0.67,0.629,0.87,0.58,0.36,0.73,0.562,4.31,3.54,0.22,0.88,0.602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.104,1.1314285714285715,0.166796140186014,0.9785714285714285,0.12227136097339276,-0.028499999999999928,-0.020357142857142924,declining,31,7.8,6.38,0.8179487179487179,0.5976666666666667,0.033709543653590614,5.0,2.0000000000000004,13.532857142857143,0.9454614021467488,0.18739503057101442,0.0,0.0,0.0,0.0,0.7599999999999999,0.10816653826391967,0.7947278911564626,0.12078829950954814,0.0,1.2225705329153604,1.092515264807755,0.20921406156898337,0.2857142857142857,0.166796140186014,0.14742083097248712,-0.027428571428571358,0,0.12542857142857156,93.33333333333333
33,2026-01-10,Chill,4,4.43,4.05,0.33,0.93,0.694,3.34,2.86,0.22,0.87,0.612,1.57,1.47,0.71,0.88,0.86,2.82,2.04,0.81,0.65,0.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.071,1.0764285714285715,0.0856890835965645,0.9995714285714286,0.12394872211638859,-0.02500000000000012,0.01953571428571433,stable,32,12.16,10.42,0.856907894736842,0.7225,0.10316814753918317,4.571428571428571,1.8126539343499317,12.819999999999999,0.8860359160554273,0.12015013370403783,0.0,0.0,0.0,0.0,0.8325,0.12446552400832396,0.8034523809523809,0.11918348189829431,0.0,1.1669865642994242,1.1469967561935046,0.1597938271706421,0.2857142857142857,0.0856890835965645,0.07960498807909111,-0.00542857142857156,0,0.0714285714285714,73.33333333333333
34,2026-01-11,Normal,4,3.98,2.27,0.48,0.7,0.423,2.02,1.65,0.2,0.72,0.506,1.25,0.73,0.2,0.8,0.421,1.43,0.81,0.62,0.62,0.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.817,1.0512857142857144,0.12908229195067014,0.929142857142857,0.12799014098935982,-0.14350000000000002,-0.020178571428571483,declining,33,8.68,5.46,0.6290322580645161,0.44225000000000003,0.04253136097830244,4.571428571428571,1.8126539343499317,11.982857142857144,0.850529225470421,0.15479589496645624,0.0,0.0,0.0,0.0,0.71,0.07393691004272947,0.7902380952380952,0.10893332292677928,0.0,1.5897435897435896,1.2113174929280344,0.23101689575818166,0.42857142857142855,0.12908229195067014,0.12278516695946337,-0.23428571428571443,0,-0.1121428571428571,6.0606060606060606
35,2026-01-12,Efficient,5,1.51,0.92,0.69,0.55,0.388,2.85,1.89,0.82,0.79,0.527,3.79,2.26,0.91,0.72,0.476,3.96,2.31,0.58,0.76,0.384,4.22,3.3,0.2,0.9,0.496,,,,,,,,,,,,,,,,,,,,,,,,,,0.656,1.012,0.19619378175671084,1.1969999999999998,0.2935790637403606,-0.20750000000000013,-0.0797142857142857,declining,34,16.33,10.68,0.6540110226576853,0.4542,0.06487064050863071,4.857142857142857,1.6761634196950523,12.957142857142857,0.8440645240354591,0.16289888646992676,0.0,0.0,0.0,0.0,0.744,0.12739701723352867,0.7755714285714285,0.1131115331369639,0.0,1.5290262172284643,1.2254533542506831,0.24896384713572145,0.42857142857142855,0.19619378175671084,0.19386737327738227,-0.356,0,-0.5409999999999998,2.7027027027027026
36,2026-01-13,Chill,3,3.05,2.62,0.9,0.75,0.869,4.14,3.58,0.28,0.83,0.629,1.96,1.43,0.79,0.92,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,0.9928571428571428,0.18631821218140765,0.9945714285714287,0.12203122160995952,0.1014999999999999,-0.05857142857142858,declining,35,9.149999999999999,7.63,0.8338797814207651,0.7593333333333333,0.12132738080636758,4.142857142857143,1.0690449676496967,10.82142857142857,0.8180212681506959,0.14430732909021127,0.0,0.0,0.0,0.0,0.8333333333333334,0.08504900548115385,0.7806904761904763,0.11230823482354109,0.0,1.1992136304062908,1.2561874253505494,0.22646227738524152,0.42857142857142855,0.18631821218140765,0.18765863097407967,0.027142857142857246,1,0.025428571428571356,53.333333333333336
37,2026-01-14,Efficient,5,3.22,4.09,0.2,0.58,0.72,0.62,0.68,0.66,0.58,0.909,3.24,4.27,0.52,0.93,1.077,1.6,2.24,0.68,0.94,1.239,2.69,2.86,0.67,0.84,0.975,,,,,,,,,,,,,,,,,,,,,,,,,,1.493,1.0402857142857143,0.2628090018027757,1.211857142857143,0.30722924587970063,0.4184999999999998,0.019035714285714312,stable,36,11.37,14.139999999999999,1.2436235708003518,0.984,0.19305180651835405,4.0,0.8164965809277247,10.685714285714285,0.844707752291006,0.20169110307930405,0.0,0.0,0.0,0.0,0.774,0.1813284313062902,0.7826904761904762,0.12342123460381707,0.0,0.8041018387553042,1.2358824652956233,0.2624045149489617,0.42857142857142855,0.2628090018027757,0.2526315589974499,0.45271428571428585,2,0.28114285714285714,97.2972972972973
38,2026-01-15,Normal,4,4.2,4.32,0.2,0.83,0.662,1.83,2.13,0.45,0.75,0.807,0.51,0.56,0.35,0.86,0.765,1.29,1.22,0.56,0.86,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.231,1.0559999999999998,0.2715817863308706,0.9880000000000001,0.15970076184330917,0.10549999999999998,0.05100000000000005,improving,37,7.83,8.23,1.0510855683269478,0.746,0.060975404877704587,4.0,0.8164965809277247,10.474285714285713,0.8694984019936894,0.21652055132267858,0.0,0.0,0.0,0.0,0.825,0.05196152422706631,0.782690476190476,0.10747213579471601,0.0,0.9513973268529768,1.2090056714573443,0.2827629101042843,0.42857142857142855,0.2715817863308706,0.25717972190423355,0.17500000000000027,0,0.243,96.96969696969697
39,2026-01-16,Chill,4,0.93,0.77,0.29,0.71,0.589,1.48,0.99,0.49,0.78,0.612,2.74,1.95,0.6,0.52,0.603,3.62,2.56,0.75,0.6,0.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.048,1.048,0.2707557324724015,1.0101428571428572,0.12070546600634759,-0.22250000000000011,0.057000000000000016,improving,38,8.77,6.27,0.7149372862029646,0.6212500000000001,0.04094203219186858,4.142857142857143,0.6900655593423531,10.612857142857141,0.8547824831728674,0.22398019093683652,0.0,0.0,0.0,0.0,0.6525000000000001,0.11528949070347508,0.7673333333333333,0.10848970042893821,0.0,1.3987240829346093,1.234170464317237,0.29186337630621334,0.42857142857142855,0.2707557324724015,0.258354706557635,0.0,0,0.03785714285714281,66.66666666666666
40,2026-01-17,Normal,4,0.8,0.94,0.25,0.86,0.739,2.9,2.7,0.2,0.78,0.569,0.77,0.81,0.26,0.96,0.735,2.06,2.27,0.6,0.94,0.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.223,1.0697142857142858,0.27888092697165834,1.0214285714285716,0.18276930554012366,-0.004000000000000067,0.07903571428571428,improving,39,6.53,6.720000000000001,1.0290964777947933,0.743,0.14714165510373559,4.142857142857143,0.6900655593423531,9.808571428571428,0.8793808521811464,0.23350519217434787,0.0,0.0,0.0,0.0,0.885,0.08225975119502041,0.7748333333333334,0.102460304312752,0.0,0.9717261904761905,1.2062761251996323,0.3082266600895811,0.42857142857142855,0.27888092697165834,0.26070599476517203,0.15328571428571425,1,0.2015714285714285,93.93939393939394
41,2026-01-18,Chill,4,4.05,3.65,0.87,0.87,0.913,1.03,0.7,0.77,0.86,0.729,1.76,1.64,0.5,0.83,0.748,3.05,2.25,0.2,0.8,0.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,1.1001428571428573,0.2575133838408072,1.0464285714285713,0.06294668946247875,-0.00900000000000013,0.038678571428571396,improving,40,9.89,8.239999999999998,0.8331648129423658,0.73525,0.14803687603656956,4.142857142857143,0.6900655593423531,9.98142857142857,0.9085426457351248,0.20842931692303907,0.0,0.0,0.0,0.0,0.84,0.03162277660168378,0.793404761904762,0.09641542810688833,0.0,1.2002427184466022,1.1506331435857768,0.2586304183427859,0.42857142857142855,0.2575133838408072,0.2340726771699325,-0.07014285714285728,0,-0.016428571428571237,56.666666666666664
42,2026-01-19,Normal,4,0.86,0.65,0.94,0.89,0.748,3.38,3.11,0.42,0.86,0.671,2.29,1.5,0.21,0.7,0.433,1.9,1.51,0.42,0.93,0.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.918,1.1375714285714287,0.19321219521798425,1.0235714285714286,0.1812308446363893,-0.1525000000000002,-0.044285714285714275,declining,41,8.43,6.77,0.8030842230130486,0.616,0.1341069225158294,4.0,0.5773502691896237,8.852857142857143,0.9298388172144625,0.1843082220343949,0.0,0.0,0.0,0.0,0.845,0.1008298897483612,0.8078333333333333,0.09262012418043583,0.0,1.2451994091580503,1.1100864567185749,0.20639419543080004,0.42857142857142855,0.19321219521798425,0.1698462095348348,-0.21957142857142864,0,-0.10557142857142854,36.36363636363637
43,2026-01-20,Efficient,7,0.76,1.09,0.85,0.86,1.349,1.86,1.84,0.47,0.76,0.666,1.88,2.34,0.91,0.8,1.23,2.52,2.61,0.85,0.67,0.998,0.59,0.62,0.85,0.65,1.012,2.97,3.45,0.59,0.69,0.941,1.96,2.56,0.2,0.87,0.842,,,,,,,,,,,,,,,,1.406,1.1927142857142858,0.20853913644343014,1.212,0.30733423716425307,0.1879999999999999,-0.03232142857142857,declining,42,12.54,14.51,1.157097288676236,1.0054285714285716,0.22899916822473187,4.571428571428571,1.133893419027682,9.337142857142856,0.9760127468223869,0.1963547716632242,0.0,0.0,0.0,0.0,0.7571428571428572,0.09013217807092828,0.7969489795918366,0.09334629169326077,0.0,0.8642315644383184,1.0622318758660074,0.22062862161473806,0.42857142857142855,0.20853913644343014,0.17484416757743573,0.21328571428571408,1,0.19399999999999995,89.1891891891892
44,2026-01-21,Chill,3,4.74,4.79,0.56,0.84,0.808,4.02,4.08,0.2,0.85,0.637,4.47,3.16,0.84,0.68,0.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.099,1.1364285714285713,0.161949433613147,1.0704285714285713,0.03911886647495993,0.09050000000000005,0.0005357142857142695,stable,43,13.23,12.030000000000001,0.9092970521541951,0.7253333333333334,0.0856407224008143,4.285714285714286,1.2535663410560172,9.602857142857143,0.9282518155872216,0.15716173360970348,0.0,0.0,0.0,0.0,0.79,0.09539392014169452,0.799234693877551,0.08106993295546137,0.0,1.0997506234413965,1.104467416535449,0.18901128103241518,0.42857142857142855,0.161949433613147,0.14250735830195213,-0.03742857142857137,0,0.028571428571428692,85.0
45,2026-01-22,Normal,4,0.55,0.48,0.21,0.96,0.59,1.33,0.78,0.55,0.77,0.454,0.59,0.33,0.44,0.71,0.411,3.99,3.0,0.55,0.91,0.609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.811,1.0764285714285715,0.1954165270585347,1.022,0.18330575550156636,-0.29750000000000015,-0.020821428571428647,declining,44,6.46,4.59,0.7105263157894737,0.516,0.09830903654632502,4.285714285714286,1.2535663410560172,9.407142857142857,0.8796004937961539,0.16530097183278206,0.0,0.0,0.0,0.0,0.8375,0.117011395456454,0.8010204081632654,0.09036277170251675,0.0,1.4074074074074074,1.1696117137575104,0.20534009010878185,0.5714285714285714,0.1954165270585347,0.18154156461974028,-0.26542857142857146,0,-0.21099999999999997,3.0303030303030303
46,2026-01-23,Normal,3,4.64,3.33,0.82,0.6,0.599,1.24,1.16,0.79,0.88,0.854,3.52,2.81,0.94,0.74,0.753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.924,1.0587142857142857,0.20386083021325613,1.0121428571428572,0.18694422392024548,-0.08750000000000017,-0.04121428571428571,declining,45,9.4,7.300000000000001,0.7765957446808511,0.7353333333333333,0.12841469282497753,4.142857142857143,1.345185418269098,9.497142857142858,0.8884088450072806,0.15647117134965152,0.0,0.0,0.0,0.0,0.7399999999999999,0.14,0.8135204081632653,0.09389284445916317,0.0,1.2876712328767121,1.1537470208920968,0.1882688983971297,0.5714285714285714,0.20386083021325613,0.19255509533029186,-0.13471428571428568,1,-0.08814285714285719,39.39393939393939
47,2026-01-24,Efficient,8,2.95,2.94,0.55,0.83,0.731,1.46,1.2,0.53,0.6,0.519,3.04,2.7,0.36,0.9,0.601,2.58,1.65,0.88,0.81,0.528,1.42,1.19,0.8,0.85,0.707,4.03,3.38,0.55,0.72,0.571,3.75,3.59,0.44,0.7,0.615,0.51,0.44,0.85,1.0,0.803,,,,,,,,,,,0.894,1.0117142857142858,0.19749828209017742,1.201285714285714,0.31832829714291,0.04150000000000007,-0.035392857142857045,declining,46,19.740000000000002,17.09,0.8657548125633231,0.634375,0.10224471694350346,4.714285714285714,1.9760470401187076,11.384285714285713,0.8650743214027846,0.143647752044639,0.0,0.0,0.0,0.0,0.8012499999999999,0.12529251488302998,0.8015561224489796,0.10004038212887882,0.0,1.1550614394382681,1.1799377707438221,0.1706553671234619,0.5714285714285714,0.19749828209017742,0.19521151858673283,-0.11771428571428577,0,-0.30728571428571405,35.13513513513514
48,2026-01-25,Efficient,8,1.51,1.35,0.2,0.8,0.523,0.6,0.45,0.3,0.76,0.467,2.18,1.49,0.87,0.58,0.51,4.11,3.76,0.22,0.72,0.515,3.59,3.58,0.52,0.76,0.696,1.24,1.11,0.55,0.79,0.634,2.2,1.77,0.54,0.77,0.556,3.34,2.19,0.78,0.6,0.462,,,,,,,,,,,0.896,0.9925714285714285,0.2018760817455902,1.1364285714285713,0.32904804975507623,-0.0139999999999999,-0.0451785714285715,declining,47,18.770000000000003,15.7,0.8364411294619071,0.5453749999999999,0.08143698264828542,5.285714285714286,2.288688541085318,12.652857142857144,0.8655423666198622,0.14353174416084727,0.0,0.0,0.0,0.0,0.7224999999999999,0.08531454406237798,0.7847704081632653,0.10771063462326372,0.0,1.1955414012738856,1.1792661540048626,0.1705713686747472,0.42857142857142855,0.2018760817455902,0.20338695627794062,-0.09657142857142853,1,-0.24042857142857132,37.83783783783784
49,2026-01-26,Normal,3,3.92,3.03,0.38,0.69,0.53,0.78,0.75,0.85,0.9,0.904,3.02,2.92,0.92,0.83,0.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.032,1.008857142857143,0.19944124328686227,0.9937142857142857,0.1758538354104665,0.06899999999999994,-0.05160714285714285,declining,48,7.720000000000001,6.699999999999999,0.8678756476683936,0.787,0.22286543024883873,5.142857142857143,2.410295378065479,12.551428571428572,0.8747982844277685,0.1408976519129545,0.0,0.0,0.0,0.0,0.8066666666666666,0.1069267662156363,0.7792942176870749,0.10858161697573157,0.0,1.1522388059701494,1.1659860678351623,0.1681845759155848,0.2857142857142857,0.19944124328686227,0.19769027230360178,0.02314285714285713,2,0.03828571428571437,69.6969696969697
50,2026-01-27,Chill,4,1.39,0.87,0.68,0.72,0.628,4.33,2.7,0.48,0.81,0.591,2.95,1.4,0.27,0.77,0.468,2.35,1.53,0.42,0.75,0.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.925,0.9401428571428572,0.09567205891556134,1.0424285714285715,0.060944940022004554,0.014500000000000086,-0.0038571428571428333,stable,49,11.02,6.5,0.5898366606170599,0.56575,0.06873317976057851,4.714285714285714,2.2886885410853175,12.334285714285715,0.7937610518478861,0.11154525067076479,0.0,0.0,0.0,0.0,0.7625,0.03774917217635378,0.7800595238095237,0.10109833041936381,0.0,1.6953846153846153,1.284722217970348,0.20826082918628297,0.42857142857142855,0.09567205891556134,0.10176332053015186,-0.015142857142857125,0,-0.11742857142857144,26.666666666666668
51,2026-01-28,Normal,6,4.42,3.18,0.5,0.71,0.526,1.65,1.42,0.74,0.86,0.758,1.77,1.18,0.65,0.54,0.486,0.92,0.63,0.61,0.68,0.515,1.91,1.44,0.72,0.91,0.668,3.01,1.76,0.2,0.95,0.452,,,,,,,,,,,,,,,,,,,,,0.844,0.9037142857142858,0.07028208469141457,0.9975714285714287,0.1715758890820203,-0.09400000000000014,0.008535714285714232,stable,50,13.68,9.61,0.702485380116959,0.5675,0.11903906921679118,5.142857142857143,2.1930626551751344,12.39857142857143,0.7642165272711382,0.10289686263366876,0.0,0.0,0.0,0.0,0.775,0.15782902141241323,0.7779166666666665,0.11001763060089505,0.0,1.4235171696149844,1.3309745817094318,0.19592090989284242,0.5714285714285714,0.07028208469141457,0.07777024863103098,-0.05971428571428583,0,-0.1535714285714287,24.242424242424242
52,2026-01-29,Efficient,8,4.52,3.96,0.27,0.72,0.514,4.47,4.15,0.67,0.97,0.781,1.25,1.19,0.59,1.0,0.777,4.51,3.0,0.3,0.88,0.445,1.91,1.55,0.98,0.72,0.714,4.23,3.21,0.84,0.7,0.601,2.07,1.65,0.28,0.93,0.535,4.29,3.46,0.57,0.9,0.602,,,,,,,,,,,0.877,0.9131428571428571,0.05934764407407097,1.0537142857142858,0.3073872228344973,-0.023999999999999952,-0.007571428571428516,stable,51,27.25,22.169999999999998,0.8135779816513761,0.6211249999999999,0.12488101479865887,5.714285714285714,2.3603873774083297,15.36857142857143,0.7789381938228386,0.1012944619630337,0.0,0.0,0.0,0.0,0.8525,0.12127300959876795,0.7800595238095237,0.11062643262122561,0.0,1.2291384754172305,1.3055075914251209,0.19591607903259092,0.5714285714285714,0.05934764407407097,0.06499272661428297,-0.03614285714285714,1,-0.17671428571428582,24.324324324324326
53,2026-01-30,Efficient,6,1.25,1.19,0.39,0.84,0.633,1.47,0.97,0.24,0.78,0.412,0.77,0.64,0.86,0.69,0.686,2.22,1.84,0.31,0.79,0.52,4.88,4.18,0.43,0.86,0.59,3.33,2.78,0.3,0.66,0.487,,,,,,,,,,,,,,,,,,,,,0.931,0.9141428571428571,0.05961942796166318,1.0218571428571428,0.3068166817343483,0.04350000000000003,-0.004107142857142901,stable,52,13.920000000000002,11.6,0.8333333333333333,0.5546666666666666,0.10076441170704402,6.142857142857143,2.03540097839643,16.014285714285716,0.7870435636303359,0.1033254350282416,0.0,0.0,0.0,0.0,0.77,0.08,0.784345238095238,0.10205500404979703,0.0,1.2000000000000002,1.2929831295855905,0.20000597544927676,0.5714285714285714,0.05961942796166318,0.06521893979241167,0.016857142857142904,2,-0.09085714285714275,43.24324324324324
54,2026-01-31,Chill,3,1.85,1.59,0.49,1.0,0.756,1.33,0.84,0.82,0.62,0.664,4.24,3.43,0.4,0.86,0.663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.992,0.9281428571428572,0.06533357628720442,1.0264285714285715,0.056635845960125435,0.05749999999999991,0.001357142857142909,stable,53,7.42,5.86,0.7897574123989218,0.6943333333333334,0.05340724045795038,5.428571428571429,2.1491969707422403,14.254285714285716,0.7761867921782787,0.09750529131339905,0.0,0.0,0.0,0.0,0.8266666666666667,0.19218047073866099,0.7879761904761905,0.11161042631488718,0.0,1.266211604095563,1.3088617245366325,0.19146094241086295,0.7142857142857143,0.06533357628720442,0.07039172448983083,0.06385714285714283,3,-0.034428571428571475,46.666666666666664
55,2026-02-01,Chill,3,2.46,2.44,0.68,0.97,0.903,3.66,2.79,0.85,0.63,0.759,3.44,3.68,0.69,0.88,0.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.087,0.9554285714285715,0.08621843797946492,1.0287142857142857,0.059007666975612355,0.07799999999999999,0.013785714285714255,stable,54,9.56,8.91,0.9320083682008368,0.852,0.08066597795849252,4.714285714285714,1.9760470401187082,12.93857142857143,0.7898392548552687,0.11283375768307942,0.0,0.0,0.0,0.0,0.8266666666666667,0.17616280348965083,0.8028571428571428,0.12458874909021186,0.0,1.0729517396184063,1.291348915728707,0.20841020881364317,0.7142857142857143,0.08621843797946492,0.09024058999046866,0.13157142857142845,4,0.058285714285714274,80.0
56,2026-02-02,Normal,3,1.75,1.57,0.87,0.88,0.858,1.76,1.02,0.55,0.79,0.45,3.07,2.17,0.51,0.83,0.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.838,0.9277142857142857,0.0886485839061809,0.9414285714285715,0.144648835855273,-0.07700000000000012,0.01214285714285721,stable,55,6.58,4.76,0.7234042553191489,0.6186666666666667,0.2129820023695273,4.714285714285714,1.9760470401187082,12.775714285714287,0.7692004845196623,0.10933965422070636,0.0,0.0,0.0,0.0,0.8333333333333334,0.045092497528228935,0.8066666666666666,0.11575528213486797,0.0,1.3823529411764706,1.3242223636153245,0.20082096330042284,0.8571428571428571,0.0886485839061809,0.09555591120161168,-0.08971428571428575,0,-0.10342857142857154,21.21212121212121
57,2026-02-03,Normal,4,2.05,1.64,0.68,0.71,0.637,2.4,1.81,0.53,0.7,0.557,1.66,1.0,0.77,0.69,0.507,2.55,1.88,0.78,0.71,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.837,0.9151428571428573,0.09510245102244182,0.8862857142857142,0.07732768862814533,-0.1250000000000003,0.0020357142857143485,stable,56,8.66,6.33,0.73094688221709,0.58275,0.062120179222750684,4.714285714285714,1.9760470401187082,12.43857142857143,0.7893590876053809,0.07976876135243319,0.0,0.0,0.0,0.0,0.7024999999999999,0.00957427107756339,0.798095238095238,0.11173029626361218,0.0,1.368088467614534,1.2774657710767414,0.12304059027162775,0.8571428571428571,0.09510245102244182,0.10392087998081372,-0.07814285714285729,0,-0.049285714285714266,18.181818181818183
58,2026-02-04,Chill,5,3.41,2.22,0.44,1.0,0.636,1.02,0.51,0.87,0.75,0.616,2.9,1.71,0.58,0.75,0.581,1.47,0.88,0.8,0.88,0.688,3.16,1.64,0.25,0.57,0.442,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,0.9174285714285714,0.09328246913337362,1.0058571428571428,0.08719982525102633,0.010999999999999911,-0.014035714285714257,stable,57,11.96,6.96,0.5819397993311036,0.5926,0.09266498799438759,4.571428571428571,1.9023794624226846,12.192857142857145,0.7721382903502586,0.10922313614410202,0.0,0.0,0.0,0.0,0.7899999999999999,0.16109003693587015,0.8002380952380952,0.11219615562410604,0.0,1.7183908045977012,1.3195905760742723,0.20473409621761707,0.8571428571428571,0.09328246913337362,0.1016781818644683,-0.057428571428571384,1,-0.1458571428571428,10.0
59,2026-02-05,Efficient,7,3.12,2.41,0.68,0.74,0.562,1.14,1.1,0.2,1.0,0.616,0.82,0.65,0.92,0.96,0.738,1.13,0.92,0.38,0.79,0.528,0.68,0.44,0.43,0.51,0.369,4.55,3.09,0.37,0.67,0.416,4.22,4.2,0.66,0.91,0.82,,,,,,,,,,,,,,,,0.878,0.9175714285714286,0.0932109742159445,1.0535714285714286,0.2722197991469746,0.020499999999999897,-0.02403571428571432,declining,58,15.659999999999998,12.81,0.8180076628352492,0.5784285714285714,0.16242316864993647,4.428571428571429,1.6183471874253752,10.537142857142857,0.7727711019479548,0.10951568303088369,0.0,0.0,0.0,0.0,0.7971428571428572,0.17432864420535196,0.7923299319727891,0.11977553199647518,0.0,1.2224824355971895,1.318639713242838,0.20523903964931667,0.8571428571428571,0.0932109742159445,0.10158443398904118,-0.03957142857142859,2,-0.1755714285714286,27.027027027027028
60,2026-02-06,Normal,4,4.27,4.21,0.32,0.73,0.629,1.56,1.38,0.87,0.76,0.812,4.02,3.23,0.72,0.91,0.71,1.17,1.1,0.56,0.77,0.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.018,0.9299999999999999,0.10079186475107882,0.9005714285714286,0.09200698731229975,0.07900000000000008,-0.01135714285714286,stable,59,11.02,9.92,0.9001814882032668,0.7184999999999999,0.07493330367733697,4.142857142857143,1.463850109422801,10.122857142857143,0.7823208383579452,0.11824363927584401,0.0,0.0,0.0,0.0,0.7925,0.080156097709407,0.7955442176870748,0.11979783166924761,0.0,1.1108870967741935,1.305909298496294,0.2162905854982035,0.7142857142857143,0.10079186475107882,0.10837834919470841,0.08800000000000008,3,0.11742857142857144,63.63636363636363
61,2026-02-07,Chill,3,1.17,0.89,0.38,0.78,0.617,2.19,1.53,0.83,1.0,0.796,4.4,4.15,0.42,0.96,0.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.991,0.9298571428571429,0.10069000044927975,0.9977142857142857,0.08524809731154179,0.05650000000000005,0.004035714285714352,stable,60,7.76,6.57,0.8466494845360826,0.7223333333333333,0.09360733589486102,4.142857142857143,1.463850109422801,10.171428571428573,0.7904482772346826,0.12076825922812864,0.0,0.0,0.0,0.0,0.9133333333333334,0.11718930554164628,0.8079251700680272,0.10908480806967406,0.0,1.1811263318112633,1.2937542595985367,0.22122777526442278,0.5714285714285714,0.10069000044927975,0.10828545139728964,0.061142857142857054,0,-0.006714285714285673,43.333333333333336
62,2026-02-08,Chill,5,2.48,1.76,0.36,1.0,0.644,3.75,2.49,0.77,0.69,0.682,1.75,0.9,0.31,0.76,0.492,1.14,0.78,0.48,0.91,0.644,3.26,1.56,0.42,0.66,0.473,,,,,,,,,,,,,,,,,,,,,,,,,,0.923,0.9064285714285715,0.07341856518814206,0.9824285714285715,0.08804138637189736,-0.04750000000000008,0.025750000000000016,improving,61,12.38,7.49,0.6050080775444264,0.587,0.09688137075826293,4.428571428571429,1.397276262011545,10.574285714285713,0.7437339499980525,0.12012704687439213,0.0,0.0,0.0,0.0,0.8039999999999999,0.14604793733565705,0.804687074829932,0.10478268433338925,0.0,1.6528704939919894,1.3765997959376202,0.23302982928760488,0.7142857142857143,0.07341856518814206,0.0809976290491717,0.01657142857142857,0,-0.0594285714285715,20.0
63,2026-02-09,Efficient,6,3.1,2.45,0.66,0.86,0.606,1.59,1.13,0.81,0.75,0.562,1.82,1.08,0.73,0.66,0.413,2.97,1.84,0.86,0.7,0.478,4.2,3.11,1.0,0.97,0.719,1.86,1.2,0.33,0.62,0.38,,,,,,,,,,,,,,,,,,,,,0.705,0.8874285714285716,0.10464679823555102,0.941,0.21768478740294847,-0.14299999999999993,-0.005607142857142851,stable,62,15.540000000000001,10.809999999999999,0.6956241956241955,0.5263333333333334,0.12754084313139327,4.857142857142857,1.3451854182691,11.854285714285714,0.7397653700416306,0.1213631251909301,0.0,0.0,0.0,0.0,0.7599999999999999,0.13221195104830727,0.7942108843537415,0.1172283205505433,0.0,1.437557816836263,1.384486206746162,0.23418825096152673,0.7142857142857143,0.10464679823555102,0.11792137598983532,-0.1824285714285716,0,-0.236,5.405405405405405
